Family,Genus,Species,CommonName,GrowthRate,HardinessZones,Height,Width,Type,Leaf,Flower,Ripen,Reproduction,Soils,pH,Preferences,Tolerances,Habitat,HabitatRange,Edibility,Medicinal,OtherUses
Malvaceae,Malva,pusilla,"Dwarf Mallow, Low mallow",,"[5, 6, 7, 8, 9]",0.3,,ANNUAL,,June to September,August to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Waste places, foreshores etc[17].",Europe. Introduced and locally naturalized in Britain.,(4 of 5),(2 of 5),(1 of 5)
Malvaceae,Malva,sylvestris,"Mallow, High mallow, French Hollyhock, Common Mallow, Tree Mallow, Tall  Mallow",fast,"[4, 5, 6, 7, 8]",0.5,,BIENNIAL/PERENNIAL,,June to September,July to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Waste ground, field verges and roadsides, avoiding acid soils[7, 9, 17].","Most of Europe, including Britain.",(3 of 5),(3 of 5),(3 of 5)
Malvaceae,Malva,verticillata,"Chinese Mallow, Cluster mallow",,[],1.7,,ANNUAL/BIENNIAL,,July to September,August to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"On plains and in arable fields[74, 266].",E. Asia - China.,(5 of 5),(2 of 5),(2 of 5)
Tiliaceae,Tilia,americana,"American Basswood, Carolina basswood, Basswood,  AmericanBasswood, American Linden",medium,"[3, 4, 5, 6, 7, 8, 9]",25,12,deciduous,,July,October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Rich, often moist, soils of woods and bottomlands, often forming pure stands[82, 227].","Central and Eastern N. America - New Brunswick to Florida, west to Texas and Manitoba.",(3 of 5),(3 of 5),(3 of 5)
Tiliaceae,Tilia,chinensis,,medium,"[4, 5, 6, 7, 8]",25,,deciduous,,June to July,August to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Woods in W. Szechwan, 2300 - 3000 metres[109].",E. Asia - China.,(3 of 5),(1 of 5),(1 of 5)
Tiliaceae,Tilia,cordata,"Small Leaved Lime, Littleleaf linden",medium,"[3, 4, 5, 6, 7]",30,12,deciduous,,June to July,October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Woods on most fertile soils, especially limestone, it is commonly found on wooded limestone cliffs[17].","Europe, including Britain, from Norway south and east to Spain, Siberia, Crimea and Caucasus.",(5 of 5),(3 of 5),(3 of 5)
Tiliaceae,Tilia,japonica,Japanese Lime,medium,"[5, 6, 7, 8, 9]",20,,deciduous,,June to July.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Mountains all over Japan[58].,"E. Asia - China, Japan.",(3 of 5),(1 of 5),(2 of 5)
Myrtaceae,Acca,sellowiana,"Feijoa, Pineapple Guava",slow,[],to,3,evergreen,,July,October to January,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', 'dry or  moist soil']","['drought', 'maritime exposure']","Tropical and sub-tropical highlands below 1,000 metres.","S. America - Brazil, Uruguay, Argentina.",(4 of 5),(0 of 5),(2 of 5)
Myrtaceae,Luma,apiculata,Arrayan,medium,[],to,4,evergreen,,July to October,October to November,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",['maritime exposure'],Temperate forests[11].,S. America - Chile.,(3 of 5),(0 of 5),(3 of 5)
Myrtaceae,Ugni,molinae,"Uñi, Chilean guava",medium,[],to,1,evergreen,,May to July,August to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', 'dry or  moist soil']",['drought'],"Woodland edges and scrub[11, 184].",S. America - Chile.,(5 of 5),(0 of 5),(3 of 5)
Myrtaceae,Syzygium,australe,Brush Cherry,,[],to,,evergreen,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],Along the coast and adjacent plateaux[265].,Australia - New South Wales.,(4 of 5),(0 of 5),(3 of 5)
Myrtaceae,Syzygium,paniculatum,Brush Cherry,,[],to,,evergreen,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],Rain forests and sandy soils by the sea[260].,Australia - New South Wales.,(1 of 5),(0 of 5),(2 of 5)
Onagraceae,Oenothera,biennis,"Evening Primrose, Sun Drop, Common evening primrose",,"[4, 5, 6, 7, 8]",1.2,,BIENNIAL,,June to September,August to October,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']",['drought'],"Dunes, roadsides, railway banks and waste places in Britain[17], often in sandy soils[4].","Eastern N. America - Labrador, south to Florida and Texas. Naturalized in Britain.",(3 of 5),(5 of 5),(3 of 5)
Pistaciaceae,Pistacia,chinensis,"Chinese Pistache, Chinese Pistachio",slow,"[6, 7, 8, 9]",9,,deciduous,,April to June,October,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],Riversides and in cultivated areas up to 2400 metres in the Himalayas[51]. Forest on stone hills at elevations of 140 - 3550 metres in southern and western China[266].,E. Asia - China.,(2 of 5),(1 of 5),(3 of 5)
Pistaciaceae,Pistacia,lentiscus,Mastic Tree - Pistachier Lentisque,slow,"[8, 9]",to,3,evergreen,,May to July,October,dioecious,"['light', 'medium', 'heavy']",neutral and basic (mildly alkaline) soils and can grow in very alkaline,"[' well-drained soil. Suitable pH: neutral', 'dry or  moist soil']",['drought'],"Open woods and scrub on dry hillsides[50], usually by the coast[64].",Europe - Mediterranean.,(2 of 5),(2 of 5),(2 of 5)
Pistaciaceae,Pistacia,terebinthus,"Terebinth, Cyprus turpentine",slow,[],9,6,deciduous,,May to July,October to November,dioecious,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral', 'dry or  moist soil']",['drought'],"Dry open woods and scrub[45], usually in calcareous soils[50].",Europe - Mediterranean.,(2 of 5),(2 of 5),(2 of 5)
Pistaciaceae,Pistacia,vera,"Pistachio, Pistachio Nut",medium,[],10,,deciduous,,,,dioecious,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil', 'dry or  moist soil']",['drought'],"Hilly and mountainous regions, especially on sandstone soils, with a temperature range from -10°c in the winter to 40°c in the summer, to 1500 metres[200]",W. Asia.,(3 of 5),(2 of 5),(2 of 5)
Anacardiaceae,Rhus,glabra,Smooth Sumach,medium,"[3, 4, 5, 6, 7, 8, 9]",3,3,deciduous,,July to August,September to November,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],[],"Thickets and waste ground on dry soil and by streams[4, 43, 60]. The best specimens are found in rich moist soil[149, 229].",N. America - found in all 48 mainland states of USA[214] and in southern Canada.,(4 of 5),(3 of 5),(3 of 5)
Anacardiaceae,Rhus,typhina,"Stag's Horn Sumach,  Velvet Sumac,  Staghorn Sumac",fast,"[4, 5, 6, 7, 8]",6,6,deciduous,,June to August,October to December,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']",['drought'],"Usually found in upland sites on rich soils, but it is also found in gravel and sandy nutrient-poor soils. It grows by streams and swamps, along roadsides, railway embankments and edges of woods[229].",Eastern N. America - New Brunswick to the southern Appalachian mountains and west to Iowa.,(4 of 5),(2 of 5),(3 of 5)
Anacardiaceae,Schinus,molle,"California Peppertree, Peruvian peppertree",fast,[],to,8,evergreen,,April to June.,,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Dry regions in the Andes, it is found as a bush in dry lands but reaches tree size in dry river beds with accessible underground water[200].","Southern and western S. America - Argentina, Uruguay, Paraguay, Brazil, Bolivia, Peru, Ecuador.",(2 of 5),(1 of 5),(4 of 5)
Burseraceae,Canarium,album,Chinese White Olive,,"[1, 2, 3]",15,,TREE,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],Native to the subtropics of Asia.,E. Asia - China.,(2 of 5),(2 of 5),(1 of 5)
Meliaceae,Toona,sinensis,Chinese Cedar,fast,[],20,8,deciduous,,July.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Woodland[109].,"E. Asia - China, northern India, Bhutan, Myanmar, Thailand, Laos, Malaysia, Indonesia.",(3 of 5),(2 of 5),(4 of 5)
Meliaceae,Azadirachta,indica,Neem,fast,"[1, 2]",to,15,evergreen,,,,hermaphrodite,"['medium', 'heavy']",mildly acid and neutral soils and can grow in very acid,"[' well-drained soil', 'dry or  moist soil']","['drought', 'atmospheric pollution']",Mixed forests[303]. Evergreen lowland forests[307].,"E. Asia - India, Bagladesh, Myanmar.",(2 of 5),(4 of 5),(5 of 5)
Rutaceae,Citrus,mangshanensis,"Mandarin, Tangerine, Unshu orange, Satsuma Orange,Temple Orange, Tangerine",,[],to,3,evergreen,,,,hermaphrodite,"['medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid and very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Original habitat is obscure.,E. Asia - China or Indo-China.,(3 of 5),(3 of 5),(2 of 5)
Rutaceae,Citrus,reticulata,"Mandarin, Tangerine, Unshu orange, Satsuma Orange,Temple Orange, Tangerine",,[],to,3,evergreen,,,,hermaphrodite,"['medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid and very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Original habitat is obscure.,E. Asia - China or Indo-China.,(3 of 5),(3 of 5),(2 of 5)
Rutaceae,Citrus,japonica,Round Kumquat,,[],to,,evergreen,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],Not known in a truly wild situation[132].,"E. Asia - China, Japan.",(3 of 5),(1 of 5),(2 of 5)
Rutaceae,Triphasia,trifolia,Lime Berry,,[],to,,evergreen,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Arid ground[245].,"E. Asia - probably originally native to Java, or perhaps from China to the Philippines, long cultivated it is not known in a truly wild situation.",(2 of 5),(1 of 5),(4 of 5)
Rutaceae,Ruta,graveolens,"Rue, Common rue, Herb of Grace, Garden Rue",medium,[],to,0.5,evergreen,,June to September,August to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']",['drought'],"Rocks, old walls and dry hills, mainly on limestone[89].",S. Europe.,(1 of 5),(3 of 5),(3 of 5)
Rutaceae,Zanthoxylum,clava-herculis,"Hercules Club. Prickly Ash - Southern, Hercules' club, Southern Prickly Ash",medium,[],3,,deciduous,March to January,May to June,September to October,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Usually found as scattered trees near the coast in light sandy soils, often on bluffs of islands, river banks or dunes[229]. Best growth is from plants in most rich soils with good drainage[229].","South-eastern N. America - Virginia to Florida, west to Texas and Arkansas.",(2 of 5),(3 of 5),(2 of 5)
Rutaceae,Zanthoxylum,piperitum,Japanese Pepper Tree,,"[5, 6, 7, 8, 9]",2,2,deciduous,,April to June.,,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Scrub and hedges in hills and mountains in Japan[58, 184].","E. Asia - N. China, Japan, Korea.",(3 of 5),(2 of 5),(1 of 5)
Rutaceae,Zanthoxylum,simulans,"Szechuan Pepper, Chinese-pepper, Prickly Ash",medium,"[5, 6, 7, 8]",4,6,deciduous,,June,October,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Virgin wilds, hillsides and open woods[147].",E. Asia - China.,(3 of 5),(2 of 5),(0 of 5)
Rutaceae,Phellodendron,amurense,"Amur Cork Tree, Chinese Corktree",medium,"[3, 4, 5, 6, 7, 8]",12,15,deciduous,,June,September to October,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Forests in valleys and on mountains[74].,E. Asia - N. China and Manchuria.,(1 of 5),(3 of 5),(3 of 5)
Rutaceae,Phellodendron,chinense,Chinese Cork Tree,,"[4, 5, 6, 7, 8]",10,10,deciduous,,June,September to October,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known,E. Asia - Central China.,(0 of 5),(3 of 5),(0 of 5)
Aceraceae,Acer,glabrum,"Rock Maple, Rocky Mountain maple, Douglas maple, Greene's maple,  New Mexico maple, Torrey maple",slow,"[3, 4, 5, 6, 7, 8]",9,,deciduous,,April,September,dioecious,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],[],"Edges of mountain streams, on rocks and in coniferous woods, 1500 - 2000 metres[82, 184].","Western N. America - Alaska to California, west to New Mexico.",(2 of 5),(1 of 5),(2 of 5)
Aceraceae,Acer,macrophyllum,"Oregon Maple, Bigleaf maple, Oregon Maple",fast,"[5, 6, 7, 8, 9]",30,12,deciduous,,April,October,monoecious,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],[],"Found in a variety of soil types, on the banks of streams, in rich bottom lands and on rocky slopes of mountain valleys[82, 229].",Western N. America - southern Alaska to California.,(3 of 5),(1 of 5),(3 of 5)
Aceraceae,Acer,mono,Maple,slow,"[3, 4, 5, 6, 7, 8]",15,,deciduous,,April to May,September to October,monoecious,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],[],"Mountains all over Japan[58]. Hillsides, mountain valleys and forests from sea level to 1800 metres in China[266].","E. Asia - China, Japan, Korea, Mongolia and eastern Russia",(2 of 5),(1 of 5),(2 of 5)
Aceraceae,Acer,negundo,Box Elder,fast,"[3, 4, 5, 6, 7, 8]",21,8,deciduous,,April to May,September to October,dioecious,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],[],"Found in a variety of soil types, growing best in lowland sites along rivers, streams, ponds or seasonally flooded flats[229].","N. America - Nova Scotia to Florida, west to California and Manitoba.",(3 of 5),(1 of 5),(3 of 5)
Aceraceae,Acer,platanoides,"Norway Maple,  Harlequin Maple",fast,"[3, 4, 5, 6, 7]",21,15,deciduous,,April to May,September to October,monoecious,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[' well-drained soil'],['atmospheric pollution'],Grows on all but very poor soils in Britain[17].,"Europe, from Scandanavia to the Urals and the Mediterranean, east to W.Asia. Naturalized in Britain.",(2 of 5),(0 of 5),(3 of 5)
Aceraceae,Acer,rubrum,"Red Maple, Drummond's maple, Swamp Maple",fast,[],30,,deciduous,,March to April,May to June,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']",mildly acid and neutral,[' well-drained soil'],['atmospheric pollution'],"Usually found in swamps and uplands, it also occasionally grows on dry rocky hillsides and sand dunes[43, 82].","Eastern N. America - Quebec to Florida, west to Texas, Minnesota and Ontario.",(3 of 5),(1 of 5),(3 of 5)
Aceraceae,Acer,saccharum,"Sugar Maple, Florida Maple, Hard Maple, Rock Maple",slow,"[4, 5, 6, 7, 8]",30,12,deciduous,,April to May,October to December,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid",[' well-drained soil'],['atmospheric pollution'],"Found in a variety of soil types, doing best in deep rich well-drained soils from sea level to 1600 metres[229]. Rich usually hilly woods[43].","Eastern N. America - Newfoundland to Georgia, west to Texas and Minnesota.",(4 of 5),(2 of 5),(4 of 5)
Aceraceae,Acer,saccharinum,"Silver Maple, River Maple, Soft Maple",fast,"[3, 4, 5, 6, 7, 8, 9]",30,15,deciduous,,February to March,April to June,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],['atmospheric pollution'],"Banks of rivers, usually in sandy soils[43, 82]. Trees are occasionally found in deep often submerged swamps[82].","Eastern N. America - New Brunswick to Florida, west to Oklahoma, Kansas and Nebraska.",(3 of 5),(1 of 5),(4 of 5)
